filepath,label,class_name
Data\train\milk-cardboard\POSAD_1_12-Sep_14-20-14_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_14-22-53_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_14-31-24_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_14-32-21_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_14-46-22_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_15-35-48_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_16-06-30_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_16-55-45_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_17-02-11_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_17-31-45_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_17-36-30_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_18-08-10_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_18-17-51_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_18-33-11_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_20-10-49_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_20-18-12_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_20-29-46_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_20-42-27_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_20-42-27_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_21-12-00_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_21-19-24_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_22-09-36_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_22-20-59_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_22-43-31_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-14-24_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-18-00_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-23-06_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-23-40_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-23-40_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-45-27_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-46-02_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-47-22_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_12-Sep_23-47-34_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_00-02-08_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_00-13-20_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_00-20-32_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_00-20-32_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_00-47-49_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_00-53-20_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_02-52-09_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_04-18-01_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_04-40-34_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_05-13-42_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_05-18-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_05-26-24_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_05-31-42_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_05-34-55_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_06-01-05_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_06-01-28_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_06-06-12_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_06-45-49_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\POSAD_1_13-Sep_08-12-37_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_00-52-47_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_00-52-47_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_00-54-14_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_00-54-16_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_00-55-23_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_01-00-15_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_01-00-15_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_01-56-05_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_01-58-05_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-07-57_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-26-35_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-26-48_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-27-06_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-27-31_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-27-40_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-32-03_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-39-15_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-40-53_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-56-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_02-56-50_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-01-14_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-03-22_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-09-56_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-09-56_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-09-56_03.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-11-45_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-33-41_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-44-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-44-50_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-44-50_04.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-53-29_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-56-28_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-56-52_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-58-15_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-59-30_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_03-59-30_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-07-17_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-09-39_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-17-08_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-17-28_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-17-37_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-17-37_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-18-46_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-19-26_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-21-23_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-21-58_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-21-58_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-24-21_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-24-21_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-26-41_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-29-20_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-29-20_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-05-Nov_04-32-57_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_08-32-11_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_08-33-56_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_09-20-33_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_09-34-08_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_09-40-29_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_09-49-08_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_09-49-35_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_09-52-36_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_10-02-01_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_14-02-04_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_14-03-01_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_14-05-46_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_14-06-12_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_14-10-11_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_14-10-11_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_15-59-16_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_15-59-59_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-00-44_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-12-18_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-18-17_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-18-17_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-18-41_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-31-03_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-31-39_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-36-36_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-49-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_16-55-14_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_17-01-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_17-04-02_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_23-25-43_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_23-31-42_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_23-49-48_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-27-Oct_23-49-57_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-01-00_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-07-01_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-09-38_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-09-38_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-14-23_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-15-13_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-15-26_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-17-15_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-17-15_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-17-21_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-24-57_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-30-07_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-36-43_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-45-13_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-47-49_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-50-12_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_00-53-06_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_01-43-31_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_02-10-24_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_02-10-41_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_02-10-54_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_02-28-28_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_02-48-12_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_02-51-18_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_03-08-05_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_03-10-43_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS-28-Oct_03-10-49_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_19-23-55_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_19-23-55_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_19-25-59_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-08-49_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-10-21_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-11-31_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-15-45_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-16-57_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-33-30_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-51-32_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_21-57-04_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_22-38-48_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_19-Oct_23-57-56_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_20-Oct_00-15-56_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_20-Oct_00-19-03_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_20-Oct_00-21-12_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_MGS_20-Oct_00-44-22_02.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_SPB-25-Jan_13-42-11_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_SPB-25-Jan_13-44-28_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_SPB-25-Jan_13-52-29_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_SPB-25-Jan_13-55-04_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_SPB-25-Jan_13-56-29_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\prepared_data_all_SPB-25-Jan_14-33-21_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_12-07-11_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_12-25-37_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_14-17-34_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_14-39-46_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_14-46-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_14-55-48_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_15-22-03_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_15-28-48_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_15-44-34_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\Robo_25-Mar_15-48-28_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_24-Mar_13-46-15_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_10-27-09_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_10-37-27_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_10-55-21_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_11-01-50_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_11-05-06_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_11-14-36_01.jpg,27,milk-cardboard
Data\train\milk-cardboard\SPB_25-Mar_11-19-39_02.jpg,27,milk-cardboard
Data\train\detergent-box\Monitoring_photo3_03-Mar_21-13-50_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_11-Sep_11-53-28_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_11-Sep_15-12-49_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_11-Sep_15-25-19_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_10-41-56_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_12-17-37_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_12-20-28_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_14-02-14_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_14-05-50_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_14-06-58_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_14-13-24_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_17-51-28_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_21-11-14_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_22-13-35_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_12-Sep_23-43-11_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_00-26-35_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_02-11-36_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_02-35-29_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_02-55-56_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_03-07-53_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_04-16-07_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_04-22-45_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_04-32-58_01.jpg,19,detergent-box
Data\train\detergent-box\POSAD_1_13-Sep_06-23-50_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-05-Nov_04-21-06_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-05-Nov_04-32-24_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-05-Nov_04-33-07_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_08-25-01_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_09-38-29_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_09-53-07_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_16-01-06_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_16-22-14_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_16-46-01_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_16-58-05_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-27-Oct_23-58-18_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-28-Oct_00-09-38_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS-28-Oct_01-41-02_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_18-56-28_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_19-10-22_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_19-18-01_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_21-04-37_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_21-16-57_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_21-58-28_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_22-08-34_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_19-Oct_22-48-47_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_MGS_20-Oct_01-12-57_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_SPB-25-Jan_13-44-18_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_SPB-25-Jan_13-45-21_01.jpg,19,detergent-box
Data\train\detergent-box\prepared_data_all_SPB-25-Jan_14-29-37_01.jpg,19,detergent-box
Data\train\detergent-box\Robo_25-Mar_12-15-21_01.jpg,19,detergent-box
Data\train\detergent-box\Robo_25-Mar_12-46-08_01.jpg,19,detergent-box
Data\train\detergent-box\Robo_25-Mar_14-55-02_01.jpg,19,detergent-box
Data\train\detergent-box\SPB_25-Mar_10-36-44_01.jpg,19,detergent-box
Data\train\detergent-color\Monitoring_photo1_04-Mar_03-11-15_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo1_04-Mar_03-26-24_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo1_04-Mar_03-32-59_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo1_04-Mar_03-45-05_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo1_04-Mar_03-46-26_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo1_04-Mar_03-50-35_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo1_04-Mar_04-18-26_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo2_03-Mar_23-13-11_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo2_04-Mar_00-47-42_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_18-41-12_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_18-43-37_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_18-44-21_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_18-44-28_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_20-59-24_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_21-05-23_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_21-19-28_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo3_03-Mar_21-48-07_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo_04-Mar_04-25-20_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo_04-Mar_05-00-33_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo_04-Mar_05-26-29_01.jpg,20,detergent-color
Data\train\detergent-color\Monitoring_photo_04-Mar_05-37-01_01.jpg,20,detergent-color
